epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
30,7302.61,1.82761,1.59855,0.01173,0.6683,0.55945,0.61102,0.32323,1.73406,1.3737,0.01366,0.027129,0.009043,0.027129,0.009043,0.027129,0.009043,0.027129,0.009043
31,7541.38,1.80652,1.57103,0.01178,0.66995,0.56727,0.61366,0.32317,1.73064,1.36937,0.01388,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
32,7781.74,1.81044,1.56807,0.01165,0.68381,0.55821,0.61819,0.3281,1.72767,1.35928,0.01374,0.026931,0.008977,0.026931,0.008977,0.026931,0.008977,0.026931,0.008977
33,8025.54,1.80229,1.55616,0.0116,0.67981,0.56112,0.62215,0.33339,1.70832,1.33605,0.01367,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944
34,8264.75,1.80733,1.54242,0.0115,0.70032,0.55732,0.62793,0.33623,1.70698,1.33735,0.01361,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
35,8504.79,1.79668,1.53373,0.01166,0.697,0.56054,0.63099,0.34118,1.70372,1.32801,0.01355,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878
36,8746.06,1.77938,1.51659,0.01153,0.70003,0.55214,0.63341,0.34385,1.68294,1.31869,0.0133,0.026535,0.008845,0.026535,0.008845,0.026535,0.008845,0.026535,0.008845
37,8985.1,1.77668,1.51035,0.01134,0.68412,0.57585,0.63585,0.34696,1.68812,1.30604,0.01341,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
38,9226.01,1.77046,1.50134,0.01129,0.69872,0.58321,0.6413,0.34738,1.67989,1.30134,0.01328,0.026337,0.008779,0.026337,0.008779,0.026337,0.008779,0.026337,0.008779
39,9466.84,1.76553,1.47083,0.01131,0.70515,0.58089,0.64606,0.35177,1.67937,1.29174,0.01328,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746
40,9709.33,1.77025,1.48411,0.01132,0.69728,0.59232,0.65093,0.3534,1.67918,1.28507,0.01336,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
41,9950.51,1.76329,1.46622,0.01126,0.70781,0.5875,0.6507,0.35449,1.67389,1.27222,0.0133,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868
42,10190.6,1.75619,1.44613,0.01103,0.71609,0.57518,0.65293,0.35763,1.67042,1.26735,0.01339,0.025941,0.008647,0.025941,0.008647,0.025941,0.008647,0.025941,0.008647
43,10429.9,1.75082,1.45555,0.01123,0.71886,0.58214,0.65687,0.36174,1.66896,1.24867,0.01337,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
44,10670.6,1.74725,1.44464,0.01124,0.70626,0.59339,0.65864,0.36288,1.6585,1.24845,0.0132,0.025743,0.008581,0.025743,0.008581,0.025743,0.008581,0.025743,0.008581
45,10909,1.74388,1.43339,0.01114,0.72816,0.59018,0.66446,0.36775,1.65934,1.24166,0.01318,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548
46,11148.4,1.75229,1.41727,0.01103,0.72686,0.59143,0.667,0.36918,1.65476,1.24224,0.01319,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
47,11386.2,1.72778,1.43276,0.01107,0.71563,0.60286,0.67079,0.36904,1.65654,1.23751,0.01321,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482
48,11625.3,1.72825,1.40838,0.01087,0.70754,0.6175,0.67345,0.37257,1.64619,1.23813,0.01311,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449
49,11864,1.72729,1.39599,0.01097,0.71847,0.61339,0.67951,0.37537,1.64009,1.22685,0.01303,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
50,12102.6,1.72045,1.39591,0.01097,0.72482,0.60629,0.6775,0.37733,1.63659,1.21901,0.01299,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383
51,12342.1,1.72758,1.39458,0.01083,0.73423,0.5999,0.67848,0.37921,1.63575,1.21903,0.01296,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
52,12580.4,1.71491,1.37146,0.01082,0.73307,0.60018,0.67681,0.37884,1.63183,1.22386,0.01293,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
53,12820,1.70993,1.37494,0.01075,0.73446,0.60703,0.68086,0.38002,1.63151,1.21808,0.01296,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284
54,13058.7,1.71677,1.36189,0.01079,0.73847,0.60786,0.68368,0.38127,1.62829,1.21621,0.01292,0.024753,0.008251,0.024753,0.008251,0.024753,0.008251,0.024753,0.008251
55,13299.9,1.70807,1.35609,0.01061,0.74743,0.60613,0.68461,0.3827,1.62588,1.21766,0.01291,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
56,13539.3,1.69819,1.34608,0.01075,0.74765,0.60964,0.68876,0.38475,1.62788,1.20485,0.01291,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185
57,13784.7,1.69252,1.33501,0.01065,0.74366,0.61625,0.68979,0.38658,1.6228,1.20297,0.01291,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152
58,14023.6,1.69516,1.33428,0.01056,0.73907,0.61554,0.69066,0.3876,1.6188,1.20029,0.01288,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
59,14263.9,1.69895,1.31599,0.01059,0.7465,0.61631,0.69207,0.38889,1.61826,1.2002,0.0129,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086
60,14506.5,1.69032,1.31397,0.01058,0.74787,0.61357,0.69135,0.38998,1.61856,1.19945,0.01289,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053
61,14750.7,1.67289,1.29542,0.0106,0.74944,0.61571,0.692,0.39096,1.61609,1.19794,0.01291,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
62,14993.9,1.67813,1.29804,0.01053,0.74902,0.61786,0.69322,0.39136,1.6159,1.19415,0.01297,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987
63,15233.3,1.67335,1.29129,0.01034,0.74287,0.61857,0.69303,0.39247,1.61155,1.19557,0.01292,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954
64,15471.8,1.66974,1.27732,0.01042,0.74735,0.61732,0.6933,0.39293,1.60898,1.19415,0.01289,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
65,15712.8,1.66469,1.28525,0.01033,0.75277,0.61804,0.69334,0.39398,1.605,1.19717,0.01285,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888
66,15952.5,1.66439,1.2726,0.01049,0.755,0.61839,0.69516,0.39419,1.60286,1.19518,0.01283,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855
67,16191,1.6584,1.25841,0.01032,0.74489,0.61893,0.69492,0.39484,1.60246,1.19097,0.01283,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
68,16431,1.6496,1.26128,0.01031,0.75787,0.61411,0.69551,0.39546,1.60136,1.18883,0.0128,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789
69,16668.5,1.64962,1.26144,0.01026,0.75365,0.61768,0.69647,0.39681,1.59992,1.18712,0.0128,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756
70,16908.1,1.65132,1.25024,0.01034,0.75185,0.61841,0.69602,0.39688,1.59599,1.1887,0.01276,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
71,17146.8,1.64184,1.25564,0.0103,0.75677,0.61964,0.69751,0.39798,1.59657,1.1853,0.01275,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
72,17387.6,1.64339,1.21588,0.01023,0.7494,0.62589,0.69825,0.39913,1.59668,1.18182,0.01279,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657
73,17625.6,1.63337,1.22533,0.01016,0.75604,0.62393,0.70015,0.40039,1.5955,1.17878,0.01277,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
74,17865,1.63547,1.21993,0.01029,0.75709,0.62501,0.70178,0.40143,1.59586,1.17406,0.01281,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591
75,18108.5,1.63068,1.21952,0.01004,0.75213,0.62638,0.70127,0.40111,1.59481,1.17637,0.01278,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
76,18346.7,1.62724,1.20023,0.0102,0.75337,0.62768,0.70253,0.40223,1.59506,1.17189,0.0128,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
77,18586,1.62508,1.21803,0.01016,0.75604,0.63,0.70392,0.40376,1.59258,1.16957,0.01278,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
78,18828.1,1.61812,1.20388,0.01009,0.75153,0.63554,0.70474,0.4045,1.59105,1.17039,0.01274,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459
79,19066.7,1.61485,1.20277,0.01008,0.75135,0.63482,0.70482,0.40465,1.58961,1.17132,0.01273,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
80,19305.8,1.61497,1.1981,0.01002,0.75174,0.63625,0.70562,0.40524,1.58951,1.16971,0.01273,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393
81,19546.2,1.61104,1.18394,0.00995,0.75188,0.63583,0.70567,0.40506,1.58978,1.16872,0.01272,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
82,19788.4,1.60085,1.18273,0.00977,0.75042,0.6411,0.70648,0.4063,1.58714,1.17112,0.01268,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
83,20027.4,1.61126,1.18213,0.00981,0.75287,0.63649,0.70639,0.40694,1.58526,1.17102,0.01266,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
84,305.921,1.56596,1.13994,0.00949,0.75108,0.63956,0.7067,0.40712,1.58712,1.16898,0.01268,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261
85,581.332,1.5812,1.17135,0.00987,0.7538,0.63661,0.70717,0.40733,1.58469,1.1699,0.01264,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
86,285.379,1.55238,1.12374,0.00933,0.75169,0.63946,0.70749,0.40764,1.5852,1.16887,0.01266,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195
87,555.782,1.56935,1.15512,0.00974,0.75174,0.63768,0.70714,0.40743,1.58702,1.16434,0.0127,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
88,825.905,1.59655,1.18408,0.0098,0.75371,0.63518,0.70849,0.40883,1.58673,1.16203,0.0127,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
89,1096.1,1.58414,1.18686,0.00975,0.7542,0.63833,0.70957,0.40908,1.58469,1.16043,0.0127,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
90,1366.22,1.59611,1.18444,0.00979,0.75449,0.63804,0.70916,0.40914,1.58296,1.1626,0.01267,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063
91,1637.16,1.59996,1.17995,0.0098,0.75412,0.63714,0.70891,0.40922,1.58258,1.16271,0.01267,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
92,1895.48,1.58102,1.1789,0.00973,0.75331,0.6425,0.71062,0.41017,1.58351,1.15837,0.01269,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997
93,2137.5,1.58499,1.17465,0.00969,0.75029,0.64536,0.71094,0.41068,1.58288,1.15923,0.01269,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
94,2378.58,1.58365,1.1734,0.00973,0.75493,0.64523,0.71172,0.4111,1.58043,1.1611,0.01266,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
95,2620.57,1.58482,1.17283,0.00972,0.74422,0.65071,0.712,0.41147,1.58029,1.16046,0.01266,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
96,2863.7,1.58827,1.17313,0.00973,0.74348,0.65196,0.71144,0.41142,1.57906,1.16082,0.01265,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
97,3105.58,1.5838,1.16252,0.00979,0.74008,0.65286,0.71156,0.41155,1.57724,1.16017,0.01264,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
98,3347.49,1.57129,1.15906,0.00958,0.74482,0.64946,0.71182,0.41205,1.57677,1.15692,0.01264,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799
99,3589.76,1.5714,1.14456,0.00952,0.74693,0.64932,0.71224,0.41206,1.57597,1.15716,0.01264,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
100,3831.54,1.56267,1.1452,0.00954,0.74674,0.64929,0.71259,0.41234,1.57443,1.15762,0.01263,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
101,4073.46,1.56325,1.1406,0.00967,0.75295,0.64804,0.7132,0.41333,1.57403,1.15712,0.0126,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
102,4314.93,1.55901,1.12992,0.00963,0.75182,0.64982,0.71416,0.41379,1.57421,1.1538,0.01263,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667
103,4555.96,1.55889,1.12274,0.00945,0.75218,0.65039,0.71468,0.41429,1.57297,1.15416,0.01262,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
104,4798.04,1.55246,1.10905,0.00948,0.74889,0.65018,0.71465,0.41444,1.57305,1.15244,0.01262,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601
105,5039.25,1.55812,1.11052,0.00945,0.74682,0.65107,0.71494,0.41479,1.57311,1.1506,0.01263,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
106,5280.84,1.55031,1.12213,0.00947,0.74699,0.65196,0.71478,0.41468,1.57269,1.15001,0.01265,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
107,5522.37,1.5478,1.10954,0.00942,0.74742,0.65156,0.71503,0.41511,1.57217,1.15113,0.01264,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
108,5764.32,1.54779,1.10819,0.00934,0.74813,0.64929,0.71521,0.41534,1.57106,1.15144,0.01263,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469
109,6005.91,1.54123,1.09855,0.00943,0.74941,0.64833,0.71496,0.41569,1.57107,1.15033,0.01264,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
110,6250.18,1.53936,1.10213,0.00942,0.75027,0.64946,0.71488,0.41608,1.57075,1.14823,0.01266,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403
111,6492.54,1.53627,1.08989,0.00933,0.75038,0.65018,0.71548,0.41677,1.56986,1.14951,0.01266,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
112,6735.77,1.53107,1.09585,0.00928,0.7544,0.64724,0.71524,0.41724,1.56987,1.14838,0.01265,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
113,6979.35,1.52688,1.07749,0.00926,0.75681,0.64795,0.71517,0.41763,1.56863,1.14893,0.01266,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
114,7222.12,1.52291,1.08955,0.00927,0.75764,0.64768,0.71518,0.41782,1.56859,1.14716,0.01267,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271
115,7464.08,1.52381,1.07259,0.00909,0.76388,0.64357,0.71629,0.41842,1.56823,1.14618,0.01266,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
116,7706.35,1.5142,1.05703,0.00924,0.76882,0.64315,0.71776,0.41936,1.56643,1.14552,0.01263,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205
117,7948.28,1.51833,1.06909,0.00917,0.76744,0.64446,0.71776,0.41937,1.56703,1.14454,0.01264,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
118,8189.63,1.50309,1.05331,0.00908,0.77248,0.64286,0.71889,0.4203,1.56526,1.14416,0.01263,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
119,8431.71,1.50689,1.0792,0.00899,0.76847,0.64427,0.71836,0.4203,1.56511,1.14359,0.01264,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
120,8674.8,1.508,1.06326,0.00923,0.76761,0.64536,0.71894,0.42118,1.56362,1.14351,0.01262,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073
121,8918.43,1.50231,1.04896,0.00914,0.76738,0.64482,0.71886,0.42152,1.56345,1.14264,0.01263,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
122,9160.34,1.50396,1.03765,0.00905,0.77009,0.64393,0.71895,0.42169,1.56282,1.14176,0.01261,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007
123,9402.28,1.49753,1.03058,0.00899,0.76965,0.64286,0.71907,0.42181,1.56139,1.14377,0.01264,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
124,9645.99,1.48704,1.01595,0.00895,0.76963,0.6449,0.71918,0.42206,1.56235,1.14177,0.01267,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
125,9887.59,1.49715,1.03687,0.00901,0.76912,0.64518,0.71999,0.42197,1.56314,1.14037,0.01266,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
126,10131.5,1.49398,1.02465,0.00898,0.76868,0.64786,0.72027,0.42286,1.56303,1.13965,0.01264,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
127,10376.6,1.47691,1.01185,0.00871,0.77089,0.64771,0.72073,0.42328,1.56286,1.13943,0.01264,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
128,10618.6,1.48112,1.02094,0.00898,0.77364,0.64571,0.72182,0.42403,1.56092,1.13878,0.01263,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809
129,10862.1,1.4795,1.02164,0.00898,0.77364,0.64571,0.7216,0.4248,1.55959,1.13744,0.01263,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
130,11104.5,1.48177,1.00632,0.009,0.77689,0.64589,0.72208,0.425,1.55847,1.13788,0.01262,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
131,11347.4,1.48664,1.00823,0.00879,0.7767,0.64554,0.7215,0.42477,1.55645,1.13885,0.01262,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
132,11589.6,1.4689,1.00405,0.00888,0.77992,0.64547,0.72218,0.42541,1.55602,1.13731,0.0126,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677
133,11833.4,1.46956,1.00119,0.00875,0.77371,0.64903,0.72266,0.426,1.55582,1.13779,0.01262,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
134,12075.5,1.46268,0.99084,0.00877,0.77761,0.64875,0.7235,0.42639,1.55336,1.14111,0.01257,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
135,12317.9,1.45894,0.98328,0.00874,0.77898,0.64946,0.72343,0.42643,1.55334,1.14076,0.01258,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,12559.8,1.46892,0.99463,0.00869,0.77605,0.65071,0.72363,0.42706,1.55361,1.14142,0.01259,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,12802.9,1.46623,0.97714,0.00877,0.77626,0.65,0.72347,0.42747,1.55455,1.13906,0.01259,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,13045.1,1.45039,0.98314,0.00858,0.77728,0.65071,0.72353,0.4279,1.5534,1.14085,0.01259,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,13286.9,1.456,0.97277,0.00859,0.7827,0.64835,0.72454,0.42799,1.55281,1.14073,0.01259,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,13528.8,1.45872,0.97171,0.00854,0.7851,0.64929,0.72563,0.42831,1.55044,1.14345,0.01258,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,13769.9,1.4415,0.96827,0.00863,0.78362,0.64798,0.72533,0.42854,1.5499,1.14418,0.01258,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
